,Kanchanaburi,Kanchanaburi,Kanchanaburi,Kanchanaburi
2017-06-21 13:00:00,35.7,260,21,10.5
2017-06-21 16:00:00,35.0,260,20,8.666666666666666
2017-06-21 19:00:00,30.8,270,20,7.133333333333333
2017-06-21 22:00:00,28.5,265,24,10.3
2017-06-22 01:00:00,26.6,270,35,14.566666666666668
2017-06-22 04:00:00,25.6,275,41,11.5
2017-06-22 07:00:00,26.4,280,39,10.699999999999998
2017-06-22 10:00:00,32.4,275,35,8.9
2017-06-22 13:00:00,36.2,270,24,10.766666666666666
2017-06-22 16:00:00,35.0,275,28,12.9
2017-06-22 19:00:00,29.0,275,33,11.033333333333331
2017-06-22 22:00:00,27.1,275,39,12.366666666666667
2017-06-23 01:00:00,26.1,275,41,15.233333333333334
2017-06-23 04:00:00,25.2,280,43,12.066666666666668
2017-06-23 07:00:00,25.8,275,44,6.366666666666667
2017-06-23 10:00:00,30.4,275,38,8.366666666666667
2017-06-23 13:00:00,34.8,265,23,11.833333333333334
2017-06-23 16:00:00,34.3,260,27,9.1
2017-06-23 19:00:00,29.3,275,34,6.0
2017-06-23 22:00:00,26.8,280,42,7.933333333333333
2017-06-24 01:00:00,25.8,275,45,10.066666666666666
2017-06-24 04:00:00,25.2,275,49,10.666666666666666
2017-06-24 07:00:00,25.9,270,46,11.766666666666666
2017-06-24 10:00:00,29.2,265,44,11.433333333333335
2017-06-24 13:00:00,34.3,255,25,13.0
2017-06-24 16:00:00,33.6,255,28,15.25
2017-06-24 19:00:00,29.3,265,37,10.233333333333333
2017-06-24 22:00:00,27.0,270,46,12.633333333333336
2017-06-25 01:00:00,25.6,275,47,11.0
2017-06-25 04:00:00,24.9,275,46,10.566666666666666
2017-06-25 07:00:00,26.0,275,41,8.933333333333332
2017-06-25 10:00:00,30.9,270,33,8.633333333333333
2017-06-25 13:00:00,33.0,260,25,10.3
2017-06-25 16:00:00,33.6,265,26,11.4
2017-06-25 19:00:00,29.2,270,29,9.3
2017-06-25 22:00:00,27.0,270,39,9.633333333333333
2017-06-26 01:00:00,26.2,280,50,14.9
2017-06-26 04:00:00,26.0,285,45,12.033333333333331
2017-06-26 07:00:00,26.0,270,38,7.966666666666666
2017-06-26 10:00:00,26.7,275,33,12.3
2017-06-26 13:00:00,30.1,275,29,11.1
2017-06-26 16:00:00,32.5,275,31,9.266666666666667
2017-06-26 19:00:00,29.4,290,26,10.066666666666666
2017-06-26 22:00:00,26.5,280,27,10.466666666666669
2017-06-27 01:00:00,25.0,265,31,15.566666666666668
2017-06-27 04:00:00,24.1,260,24,11.833333333333334
2017-06-27 07:00:00,25.5,280,20,13.2
2017-06-27 10:00:00,30.1,265,17,15.066666666666668
2017-06-27 13:00:00,33.7,245,13,13.733333333333334
2017-06-27 16:00:00,33.0,240,13,14.866666666666667
2017-06-27 19:00:00,28.3,275,14,7.6
2017-06-27 22:00:00,26.3,270,13,6.966666666666666
2017-06-28 01:00:00,25.2,270,13,13.3
2017-06-28 04:00:00,24.3,255,9,10.5
2017-06-28 07:00:00,25.7,245,5,13.966666666666669
2017-06-28 10:00:00,31.4,215,6,15.166666666666666
2017-06-28 13:00:00,34.6,230,11,17.166666666666668
2017-06-28 16:00:00,34.6,230,12,12.25
2017-06-28 19:00:00,30.0,240,11,11.4
2017-06-28 22:00:00,27.9,240,10,10.2
2017-06-29 01:00:00,26.3,240,8,13.566666666666665
2017-06-29 04:00:00,25.4,240,7,13.833333333333334
2017-06-29 07:00:00,26.2,245,7,17.400000000000002
2017-06-29 10:00:00,31.2,235,6,20.6
2017-06-29 13:00:00,34.9,240,4,18.466666666666665
2017-06-29 16:00:00,34.6,185,8,11.766666666666666
2017-06-29 19:00:00,28.7,225,8,11.5
2017-06-29 22:00:00,27.4,250,10,12.733333333333333
2017-06-30 01:00:00,26.5,250,10,15.800000000000002
2017-06-30 04:00:00,25.7,245,11,16.433333333333334
2017-06-30 07:00:00,26.4,225,10,23.933333333333334
2017-06-30 10:00:00,30.3,215,12,19.9
2017-06-30 13:00:00,33.8,220,14,19.8
2017-06-30 16:00:00,33.2,230,15,15.133333333333333
2017-06-30 19:00:00,29.7,250,16,13.75
2017-06-30 22:00:00,28.0,250,10,11.4
2017-07-01 01:00:00,26.8,250,17,16.933333333333334
2017-07-01 04:00:00,26.0,250,18,16.833333333333332
2017-07-01 07:00:00,26.6,235,20,19.03333333333333
2017-07-01 10:00:00,31.5,245,20,14.1
2017-07-01 13:00:00,34.5,245,17,12.6
2017-07-01 16:00:00,34.1,250,20,12.966666666666669
2017-07-01 19:00:00,28.7,260,26,16.633333333333336
2017-07-01 22:00:00,27.2,265,26,16.666666666666668
2017-07-02 01:00:00,26.1,260,24,19.3
2017-07-02 04:00:00,25.6,255,24,15.733333333333334
2017-07-02 07:00:00,26.2,240,22,9.066666666666665
2017-07-02 10:00:00,30.6,245,24,13.266666666666666
2017-07-02 13:00:00,34.7,260,25,12.733333333333334
2017-07-02 16:00:00,33.6,265,30,12.633333333333336
2017-07-02 19:00:00,28.9,280,38,12.733333333333334
2017-07-02 22:00:00,27.2,280,42,16.900000000000002
2017-07-03 01:00:00,25.9,285,41,18.83333333333333
2017-07-03 04:00:00,25.0,280,41,15.1
2017-07-03 07:00:00,25.9,270,37,17.000000000000004
2017-07-03 10:00:00,31.4,270,37,12.366666666666667
2017-07-03 13:00:00,30.4,270,33,12.833333333333334
2017-07-03 16:00:00,29.3,270,40,11.366666666666667
2017-07-03 19:00:00,27.6,270,41,13.800000000000002
2017-07-03 22:00:00,26.4,270,43,13.133333333333333
2017-07-04 01:00:00,25.1,275,49,16.433333333333334
2017-07-04 04:00:00,25.3,270,50,17.766666666666666
2017-07-04 07:00:00,25.7,270,43,11.633333333333336
2017-07-04 10:00:00,28.3,270,39,10.266666666666666
2017-07-04 13:00:00,32.8,270,26,10.666666666666666
2017-07-04 16:00:00,30.6,265,32,10.233333333333333
2017-07-04 19:00:00,26.3,270,38,11.933333333333332
2017-07-04 22:00:00,25.8,270,43,9.833333333333334
2017-07-05 01:00:00,24.9,265,44,14.266666666666666
2017-07-05 04:00:00,24.4,260,46,12.866666666666667
2017-07-05 07:00:00,24.6,245,32,10.833333333333334
2017-07-05 10:00:00,25.1,250,37,11.833333333333334
2017-07-05 13:00:00,27.5,255,48,15.933333333333332
2017-07-05 16:00:00,27.4,260,52,14.433333333333332
2017-07-05 19:00:00,26.1,270,42,10.266666666666667
2017-07-05 22:00:00,25.5,255,42,10.9
2017-07-06 01:00:00,24.0,255,40,16.066666666666666
2017-07-06 04:00:00,23.0,255,44,14.699999999999998
2017-07-06 07:00:00,24.5,255,43,10.4
2017-07-06 10:00:00,28.1,250,44,10.1
2017-07-06 13:00:00,32.5,250,31,12.133333333333336
2017-07-06 16:00:00,32.8,245,28,10.5
2017-07-06 19:00:00,27.9,235,26,9.466666666666669
2017-07-06 22:00:00,26.4,245,35,8.866666666666667
2017-07-07 01:00:00,25.2,255,36,14.266666666666666
2017-07-07 04:00:00,24.7,255,30,11.566666666666668
2017-07-07 07:00:00,24.9,260,24,6.65
2017-07-07 10:00:00,27.5,255,25,9.133333333333333
2017-07-07 13:00:00,29.9,250,22,9.2
2017-07-07 16:00:00,30.9,245,22,7.333333333333333
2017-07-07 19:00:00,28.0,245,24,7.633333333333333
2017-07-07 22:00:00,27.0,265,22,9.333333333333334
2017-07-08 01:00:00,25.6,255,18,12.6
2017-07-08 04:00:00,24.8,250,18,11.033333333333331
2017-07-08 07:00:00,26.2,245,12,8.266666666666667
2017-07-08 10:00:00,30.6,225,13,8.466666666666667
2017-07-08 13:00:00,32.2,230,13,10.266666666666667
2017-07-08 16:00:00,32.6,240,14,9.766666666666667
2017-07-08 19:00:00,28.1,235,22,10.233333333333333
2017-07-08 22:00:00,26.4,235,21,8.533333333333333
2017-07-09 01:00:00,25.2,210,18,12.233333333333334
2017-07-09 04:00:00,24.3,215,17,10.033333333333331
2017-07-09 07:00:00,25.8,240,21,6.766666666666667
2017-07-09 10:00:00,30.6,250,22,8.633333333333333
2017-07-09 13:00:00,34.0,255,16,13.066666666666665
2017-07-09 16:00:00,33.5,250,16,9.966666666666669
2017-07-09 19:00:00,29.2,260,14,13.8
2017-07-09 22:00:00,27.3,275,14,13.4
2017-07-10 01:00:00,25.9,275,15,12.4
2017-07-10 04:00:00,25.2,265,14,11.1
2017-07-10 07:00:00,26.0,265,15,7.733333333333333
2017-07-10 10:00:00,30.5,275,18,8.766666666666667
2017-07-10 13:00:00,31.7,265,26,16.166666666666668
2017-07-10 16:00:00,31.0,265,28,15.533333333333331
2017-07-10 19:00:00,28.0,290,30,16.46666666666667
2017-07-10 22:00:00,26.9,300,26,7.966666666666666
2017-07-11 01:00:00,25.7,315,23,14.8
2017-07-11 04:00:00,24.9,305,22,13.4
2017-07-11 07:00:00,25.5,285,24,12.166666666666666
2017-07-11 10:00:00,29.9,280,26,12.866666666666667
2017-07-11 13:00:00,33.3,270,19,15.533333333333331
2017-07-11 16:00:00,32.5,265,20,15.533333333333331
2017-07-11 19:00:00,28.2,265,19,8.666666666666666
2017-07-11 22:00:00,26.5,265,21,6.633333333333333
2017-07-12 01:00:00,25.6,250,23,9.9
2017-07-12 04:00:00,25.1,250,23,12.0
2017-07-12 07:00:00,25.8,265,25,10.566666666666668
2017-07-12 10:00:00,28.9,260,24,13.0
2017-07-12 13:00:00,30.2,275,22,14.766666666666666
2017-07-12 16:00:00,32.3,260,21,12.566666666666668
2017-07-12 19:00:00,27.6,255,26,10.0
2017-07-12 22:00:00,26.5,250,32,9.1
2017-07-13 01:00:00,25.4,250,40,14.866666666666664
2017-07-13 04:00:00,24.9,250,39,13.866666666666667
2017-07-13 07:00:00,25.5,255,38,11.033333333333331
2017-07-13 10:00:00,27.4,250,37,11.033333333333331
2017-07-13 13:00:00,26.4,250,35,20.466666666666665
2017-07-13 16:00:00,24.9,245,44,11.800000000000002
2017-07-13 19:00:00,25.4,240,42,10.65
2017-07-13 22:00:00,25.4,250,46,11.966666666666669
2017-07-14 01:00:00,24.6,255,43,17.900000000000002
2017-07-14 04:00:00,24.5,255,41,11.300000000000002
2017-07-14 07:00:00,25.3,255,35,8.933333333333334
2017-07-14 10:00:00,27.0,255,37,11.75
2017-07-14 13:00:00,28.2,265,36,10.366666666666667
2017-07-14 16:00:00,27.0,255,45,12.233333333333334
2017-07-14 19:00:00,26.5,270,63,9.499999999999998
2017-07-14 22:00:00,25.6,270,68,9.133333333333333
2017-07-15 01:00:00,24.6,270,55,15.1
2017-07-15 04:00:00,24.6,265,59,13.6
2017-07-15 07:00:00,25.0,265,68,10.233333333333334
2017-07-15 10:00:00,29.3,270,58,11.1
2017-07-15 13:00:00,30.4,275,51,19.23333333333333
2017-07-15 16:00:00,30.4,270,53,17.63333333333333
2017-07-15 19:00:00,28.1,275,47,11.966666666666669
2017-07-15 22:00:00,26.2,270,56,11.066666666666668
2017-07-16 01:00:00,25.6,270,52,10.933333333333332
2017-07-16 04:00:00,25.1,265,59,10.166666666666666
2017-07-16 07:00:00,25.2,260,54,7.566666666666667
2017-07-16 10:00:00,28.5,255,58,9.0
2017-07-16 13:00:00,32.2,275,36,10.366666666666667
2017-07-16 16:00:00,30.7,260,44,12.666666666666666
2017-07-16 19:00:00,27.1,260,48,12.166666666666666
2017-07-16 22:00:00,25.8,265,56,12.133333333333333
2017-07-17 01:00:00,25.1,260,53,16.366666666666667
2017-07-17 04:00:00,24.5,245,60,14.833333333333334
2017-07-17 07:00:00,24.8,275,70,11.0
2017-07-17 10:00:00,28.8,270,59,10.566666666666666
2017-07-17 13:00:00,30.5,255,55,13.366666666666667
2017-07-17 16:00:00,27.7,255,65,15.666666666666666
2017-07-17 19:00:00,27.0,255,59,14.6
2017-07-17 22:00:00,25.3,255,64,17.633333333333336
2017-07-18 01:00:00,24.6,245,57,19.9
2017-07-18 04:00:00,24.1,245,59,14.533333333333331
2017-07-18 07:00:00,25.0,255,55,9.566666666666668
2017-07-18 10:00:00,26.5,260,55,10.133333333333336
2017-07-18 13:00:00,32.0,265,32,13.1
2017-07-18 16:00:00,32.8,255,31,16.933333333333334
2017-07-18 19:00:00,28.4,265,35,11.1
2017-07-18 22:00:00,26.3,275,43,11.533333333333331
2017-07-19 01:00:00,24.9,275,45,16.0
2017-07-19 04:00:00,24.0,275,46,15.199999999999998
2017-07-19 07:00:00,25.4,275,42,13.833333333333334
2017-07-19 10:00:00,30.8,275,42,13.633333333333333
2017-07-19 13:00:00,34.5,275,24,14.866666666666667
2017-07-19 16:00:00,33.1,270,24,11.800000000000002
2017-07-19 19:00:00,29.0,275,32,10.45
2017-07-19 22:00:00,27.0,280,42,10.633333333333333
2017-07-20 01:00:00,25.0,280,39,11.300000000000002
2017-07-20 04:00:00,24.6,280,40,11.166666666666666
2017-07-20 07:00:00,24.8,285,43,9.7
2017-07-20 10:00:00,26.0,290,39,12.35
2017-07-20 13:00:00,27.1,295,31,11.066666666666668
2017-07-20 16:00:00,26.0,285,34,10.366666666666664
2017-07-20 19:00:00,25.3,270,43,9.533333333333331
2017-07-20 22:00:00,24.9,275,49,11.233333333333334
2017-07-21 01:00:00,24.2,275,48,19.0
2017-07-21 04:00:00,23.8,270,43,13.0
2017-07-21 07:00:00,24.1,300,34,9.933333333333332
2017-07-21 10:00:00,24.2,305,32,17.066666666666666
2017-07-21 13:00:00,29.0,300,26,23.33333333333333
2017-07-21 16:00:00,31.0,270,25,15.533333333333331
2017-07-21 19:00:00,26.7,260,29,12.35
2017-07-21 22:00:00,25.3,260,35,12.0
2017-07-22 01:00:00,24.5,265,43,18.666666666666668
2017-07-22 04:00:00,24.1,275,41,16.833333333333332
2017-07-22 07:00:00,24.6,265,32,11.333333333333334
2017-07-22 10:00:00,28.5,255,29,13.533333333333331
2017-07-22 13:00:00,32.6,255,22,16.73333333333333
2017-07-22 16:00:00,31.8,260,29,16.633333333333333
2017-07-22 19:00:00,28.0,270,29,12.366666666666667
2017-07-22 22:00:00,26.3,270,34,12.666666666666666
2017-07-23 01:00:00,25.3,280,37,15.1
2017-07-23 04:00:00,24.6,280,35,11.933333333333332
2017-07-23 07:00:00,25.3,295,31,11.733333333333334
2017-07-23 10:00:00,29.8,295,32,13.6
2017-07-23 13:00:00,32.7,275,27,16.266666666666666
2017-07-23 16:00:00,33.6,265,24,14.3
2017-07-23 19:00:00,29.1,270,32,15.933333333333332
2017-07-23 22:00:00,26.7,290,39,16.8
2017-07-24 01:00:00,25.4,300,45,19.26666666666667
2017-07-24 04:00:00,25.6,295,46,15.333333333333334
2017-07-24 07:00:00,25.9,290,44,13.7
2017-07-24 10:00:00,28.1,290,42,12.1
2017-07-24 13:00:00,32.9,290,38,10.85
2017-07-24 16:00:00,32.4,280,39,14.25
2017-07-24 19:00:00,27.4,290,50,14.25
2017-07-24 22:00:00,26.5,300,54,14.25
2017-07-25 01:00:00,26.0,295,47,19.666666666666668
2017-07-25 04:00:00,25.3,290,49,19.3
2017-07-25 07:00:00,25.8,300,49,12.033333333333331
2017-07-25 10:00:00,29.2,300,46,13.266666666666666
2017-07-25 13:00:00,30.2,295,29,16.333333333333332
2017-07-25 16:00:00,28.5,300,36,13.333333333333334
2017-07-25 19:00:00,26.9,305,34,7.366666666666667
2017-07-25 22:00:00,26.1,295,45,7.733333333333333
2017-07-26 01:00:00,26.1,295,51,10.766666666666666
2017-07-26 04:00:00,25.7,300,53,11.866666666666667
2017-07-26 07:00:00,25.1,305,43,10.4
2017-07-26 10:00:00,25.1,300,49,10.2
2017-07-26 13:00:00,28.9,305,54,11.566666666666668
2017-07-26 16:00:00,29.0,295,57,10.733333333333334
2017-07-26 19:00:00,25.9,290,47,10.066666666666666
2017-07-26 22:00:00,24.6,290,50,10.566666666666668
2017-07-27 01:00:00,24.3,295,45,16.0
2017-07-27 04:00:00,23.8,295,59,14.333333333333334
2017-07-27 07:00:00,24.4,290,61,13.433333333333332
2017-07-27 10:00:00,24.9,280,62,9.633333333333336
2017-07-27 13:00:00,26.9,280,58,14.766666666666667
2017-07-27 16:00:00,27.5,270,56,12.25
2017-07-27 19:00:00,26.9,270,43,12.533333333333331
2017-07-27 22:00:00,25.4,270,51,11.0
2017-07-28 01:00:00,23.9,280,59,13.566666666666668
2017-07-28 04:00:00,23.5,275,65,15.433333333333332
2017-07-28 07:00:00,24.8,275,60,10.333333333333334
2017-07-28 10:00:00,30.2,270,60,11.033333333333331
2017-07-28 13:00:00,31.9,265,34,11.433333333333332
2017-07-28 16:00:00,26.7,260,50,12.833333333333334
2017-07-28 19:00:00,25.6,265,54,11.166666666666666
2017-07-28 22:00:00,25.1,275,60,15.566666666666668
2017-07-29 01:00:00,24.1,275,66,21.066666666666663
2017-07-29 04:00:00,24.1,275,67,16.23333333333333
2017-07-29 07:00:00,24.4,275,57,14.4
2017-07-29 10:00:00,27.9,270,53,13.2
2017-07-29 13:00:00,33.8,260,30,17.866666666666664
2017-07-29 16:00:00,33.9,260,35,15.733333333333334
2017-07-29 19:00:00,28.8,270,46,13.533333333333331
2017-07-29 22:00:00,26.6,270,53,16.96666666666667
2017-07-30 01:00:00,25.1,275,49,21.566666666666663
2017-07-30 04:00:00,24.8,270,51,12.966666666666669
2017-07-30 07:00:00,25.6,280,52,14.5
2017-07-30 10:00:00,31.9,275,46,19.766666666666666
2017-07-30 13:00:00,36.2,270,29,20.566666666666663
2017-07-30 16:00:00,35.2,260,30,19.96666666666667
2017-07-30 19:00:00,30.1,275,31,15.933333333333332
2017-07-30 22:00:00,27.6,275,39,17.900000000000002
2017-07-31 01:00:00,25.9,270,45,23.5
2017-07-31 04:00:00,25.0,275,49,17.96666666666667
2017-07-31 07:00:00,25.5,280,55,17.599999999999998
2017-07-31 10:00:00,32.0,275,45,19.23333333333333
2017-07-31 13:00:00,35.7,270,25,21.866666666666664
2017-07-31 16:00:00,35.2,260,24,22.2
2017-07-31 19:00:00,30.7,260,18,20.83333333333333
2017-07-31 22:00:00,28.0,260,21,21.5
2017-08-01 01:00:00,26.1,260,29,25.366666666666664
2017-08-01 04:00:00,24.9,260,37,20.53333333333333
2017-08-01 07:00:00,25.3,265,38,19.2
2017-08-01 10:00:00,31.8,265,38,22.766666666666666
2017-08-01 13:00:00,36.4,270,23,23.3
2017-08-01 16:00:00,36.2,260,25,20.633333333333336
2017-08-01 19:00:00,31.0,265,27,18.1
2017-08-01 22:00:00,28.1,270,37,19.0
2017-08-02 01:00:00,25.9,265,45,22.33333333333333
2017-08-02 04:00:00,25.2,265,49,17.266666666666666
2017-08-02 07:00:00,26.1,260,45,12.433333333333335
2017-08-02 10:00:00,31.8,260,40,15.133333333333333
2017-08-02 13:00:00,34.2,260,29,16.4
2017-08-02 16:00:00,34.5,255,28,12.5
2017-08-02 19:00:00,30.8,260,30,14.833333333333334
2017-08-02 22:00:00,28.1,270,43,13.766666666666666
2017-08-03 01:00:00,26.4,270,45,17.766666666666666
2017-08-03 04:00:00,25.7,270,50,14.133333333333333
2017-08-03 07:00:00,26.3,270,44,9.766666666666667
2017-08-03 10:00:00,32.1,270,40,15.4
2017-08-03 13:00:00,33.8,265,32,20.63333333333333
2017-08-03 16:00:00,34.1,265,29,22.3
2017-08-03 19:00:00,30.0,265,38,16.53333333333333
2017-08-03 22:00:00,27.5,265,47,16.666666666666668
2017-08-04 01:00:00,26.4,265,48,25.4
2017-08-04 04:00:00,25.5,265,48,16.833333333333332
2017-08-04 07:00:00,26.1,265,43,14.3
2017-08-04 10:00:00,31.9,260,36,16.8
2017-08-04 13:00:00,34.2,250,28,18.266666666666666
2017-08-04 16:00:00,34.9,250,27,22.633333333333336
2017-08-04 19:00:00,30.4,255,26,16.466666666666665
2017-08-04 22:00:00,28.0,260,35,16.1
2017-08-05 01:00:00,26.8,260,38,23.96666666666667
2017-08-05 04:00:00,26.3,265,38,17.96666666666667
2017-08-05 07:00:00,26.4,260,37,15.266666666666666
2017-08-05 10:00:00,29.2,250,33,18.066666666666663
2017-08-05 13:00:00,33.0,230,26,18.666666666666668
2017-08-05 16:00:00,33.4,225,21,16.3
2017-08-05 19:00:00,28.0,240,27,12.933333333333332
2017-08-05 22:00:00,27.1,250,32,13.133333333333333
2017-08-06 01:00:00,26.0,265,33,16.366666666666664
2017-08-06 04:00:00,25.6,265,31,15.266666666666666
2017-08-06 07:00:00,26.1,265,24,11.5
2017-08-06 10:00:00,29.8,255,20,13.733333333333334
2017-08-06 13:00:00,32.3,230,10,14.933333333333332
2017-08-06 16:00:00,30.5,230,11,12.733333333333334
2017-08-06 19:00:00,27.1,240,14,8.466666666666667
2017-08-06 22:00:00,26.3,245,11,9.766666666666667
2017-08-07 01:00:00,25.8,210,10,15.8
2017-08-07 04:00:00,25.2,200,13,12.6
2017-08-07 07:00:00,25.3,200,18,11.766666666666666
2017-08-07 10:00:00,28.1,200,19,11.666666666666666
2017-08-07 13:00:00,31.3,215,20,12.266666666666666
2017-08-07 16:00:00,32.6,225,17,13.033333333333331
2017-08-07 19:00:00,27.7,235,14,11.533333333333331
2017-08-07 22:00:00,26.8,230,13,11.133333333333336
2017-08-08 01:00:00,25.9,220,16,13.0
2017-08-08 04:00:00,25.4,220,16,13.066666666666668
2017-08-08 07:00:00,25.7,215,14,12.066666666666668
2017-08-08 10:00:00,28.4,215,16,9.9
2017-08-08 13:00:00,31.0,225,15,12.4
2017-08-08 16:00:00,30.3,230,25,19.866666666666667
2017-08-08 19:00:00,28.1,230,26,15.766666666666666
2017-08-08 22:00:00,27.0,235,22,13.9
2017-08-09 01:00:00,25.7,255,19,14.6
2017-08-09 04:00:00,24.8,270,25,10.6
2017-08-09 07:00:00,25.7,280,30,6.7
2017-08-09 10:00:00,31.0,285,27,10.2
2017-08-09 13:00:00,34.0,280,25,13.933333333333332
2017-08-09 16:00:00,33.9,265,22,16.3
2017-08-09 19:00:00,29.6,260,19,12.866666666666667
2017-08-09 22:00:00,28.0,285,18,9.966666666666669
2017-08-10 01:00:00,26.0,285,24,14.633333333333333
2017-08-10 04:00:00,25.0,285,25,11.866666666666667
2017-08-10 07:00:00,26.1,275,20,10.9
2017-08-10 10:00:00,31.7,275,18,10.233333333333334
2017-08-10 13:00:00,35.7,270,17,16.599999999999998
2017-08-10 16:00:00,34.7,275,17,20.7
2017-08-10 19:00:00,30.1,250,13,20.76666666666667
2017-08-10 22:00:00,27.8,265,13,10.9
2017-08-11 01:00:00,26.1,270,17,14.199999999999998
2017-08-11 04:00:00,25.4,280,22,10.9
2017-08-11 07:00:00,26.2,270,19,9.266666666666667
2017-08-11 10:00:00,32.0,275,20,10.2
2017-08-11 13:00:00,35.6,275,20,14.366666666666667
2017-08-11 16:00:00,34.2,270,19,11.6
2017-08-11 19:00:00,29.8,285,20,9.866666666666664
2017-08-11 22:00:00,27.7,295,23,8.266666666666667
2017-08-12 01:00:00,25.9,295,31,8.933333333333332
2017-08-12 04:00:00,24.9,300,29,6.933333333333334
2017-08-12 07:00:00,25.7,315,20,7.133333333333333
2017-08-12 10:00:00,31.8,310,17,10.433333333333334
2017-08-12 13:00:00,36.4,285,13,13.666666666666666
2017-08-12 16:00:00,35.6,280,13,15.3
2017-08-12 19:00:00,31.9,255,8,9.533333333333331
2017-08-12 22:00:00,28.9,260,8,11.6
2017-08-13 01:00:00,26.4,255,9,10.866666666666667
2017-08-13 04:00:00,25.4,265,11,9.6
2017-08-13 07:00:00,26.0,290,9,10.333333333333334
2017-08-13 10:00:00,32.2,280,11,15.3
2017-08-13 13:00:00,35.9,275,13,16.099999999999998
2017-08-13 16:00:00,36.1,275,11,15.300000000000002
2017-08-13 19:00:00,32.1,245,2,11.966666666666669
2017-08-13 22:00:00,29.2,165,5,10.566666666666668
2017-08-14 01:00:00,27.1,335,2,12.866666666666667
2017-08-14 04:00:00,26.0,290,2,12.2
2017-08-14 07:00:00,26.5,215,5,15.466666666666669
2017-08-14 10:00:00,32.5,230,7,18.566666666666663
2017-08-14 13:00:00,36.0,250,9,23.7
2017-08-14 16:00:00,36.1,255,8,20.05
2017-08-14 19:00:00,31.9,245,5,15.533333333333331
2017-08-14 22:00:00,28.5,245,9,15.533333333333331
2017-08-15 01:00:00,26.8,255,11,22.26666666666667
2017-08-15 04:00:00,25.8,245,9,14.333333333333334
2017-08-15 07:00:00,26.6,245,10,13.2
2017-08-15 10:00:00,32.1,245,12,17.366666666666667
2017-08-15 13:00:00,35.4,250,15,16.23333333333333
2017-08-15 16:00:00,34.4,250,13,14.7
2017-08-15 19:00:00,30.6,215,9,18.433333333333334
2017-08-15 22:00:00,28.5,245,9,17.26666666666667
2017-08-16 01:00:00,27.2,255,16,19.33333333333333
2017-08-16 04:00:00,26.3,275,17,21.899999999999995
2017-08-16 07:00:00,26.4,270,16,14.766666666666666
2017-08-16 10:00:00,31.7,270,17,14.933333333333332
2017-08-16 13:00:00,34.0,245,9,14.0
2017-08-16 16:00:00,31.9,235,11,12.9
2017-08-16 19:00:00,27.2,260,14,12.1
2017-08-16 22:00:00,26.5,265,14,21.03333333333333
2017-08-17 01:00:00,25.7,240,17,18.8
2017-08-17 04:00:00,25.2,240,15,19.8
2017-08-17 07:00:00,25.6,100,9,11.233333333333334
2017-08-17 10:00:00,29.2,115,11,11.933333333333332
2017-08-17 13:00:00,27.1,105,13,13.9
2017-08-17 16:00:00,24.8,260,23,14.433333333333332
2017-08-17 19:00:00,25.8,240,13,13.45
2017-08-17 22:00:00,25.3,250,33,15.766666666666666
2017-08-18 01:00:00,24.7,250,36,18.566666666666663
2017-08-18 04:00:00,24.4,260,38,19.366666666666667
2017-08-18 07:00:00,24.8,260,30,18.866666666666667
2017-08-18 10:00:00,26.0,260,31,15.4
2017-08-18 13:00:00,26.8,275,30,17.900000000000002
2017-08-18 16:00:00,29.4,265,36,18.2
2017-08-18 19:00:00,27.9,270,37,16.03333333333333
2017-08-18 22:00:00,26.4,280,37,14.6
2017-08-19 01:00:00,25.1,280,37,15.933333333333332
2017-08-19 04:00:00,24.4,290,31,17.400000000000002
2017-08-19 07:00:00,24.5,325,20,19.33333333333333
2017-08-19 10:00:00,26.1,335,12,19.633333333333336
2017-08-19 13:00:00,33.3,295,10,22.4
2017-08-19 16:00:00,32.3,270,8,16.8
2017-08-19 19:00:00,27.5,285,7,13.4
2017-08-19 22:00:00,26.1,290,14,13.1
2017-08-20 01:00:00,25.2,295,15,13.166666666666666
2017-08-20 04:00:00,24.6,295,17,11.800000000000002
2017-08-20 07:00:00,25.3,285,27,10.333333333333334
2017-08-20 10:00:00,28.2,280,23,11.633333333333333
2017-08-20 13:00:00,31.4,280,29,14.133333333333336
2017-08-20 16:00:00,31.8,260,32,14.366666666666667
2017-08-20 19:00:00,27.7,260,40,10.8
2017-08-20 22:00:00,26.5,265,40,12.866666666666667
2017-08-21 01:00:00,25.7,270,41,16.3
2017-08-21 04:00:00,25.0,270,41,15.333333333333334
2017-08-21 07:00:00,25.7,280,33,12.5
2017-08-21 10:00:00,29.8,275,30,11.866666666666664
2017-08-21 13:00:00,33.9,265,26,16.2
2017-08-21 16:00:00,33.0,260,26,16.96666666666667
2017-08-21 19:00:00,28.8,270,29,13.5
2017-08-21 22:00:00,26.9,270,28,13.6
2017-08-22 01:00:00,26.0,265,28,16.53333333333333
2017-08-22 04:00:00,25.5,260,28,17.333333333333332
2017-08-22 07:00:00,25.6,265,24,16.266666666666666
2017-08-22 10:00:00,30.9,265,23,55.76666666666667
2017-08-22 13:00:00,34.3,270,11,16.366666666666667
2017-08-22 16:00:00,33.2,250,13,15.433333333333332
2017-08-22 19:00:00,28.5,260,15,14.866666666666664
2017-08-22 22:00:00,26.9,265,17,16.400000000000002
2017-08-23 01:00:00,25.6,265,26,19.433333333333334
2017-08-23 04:00:00,24.9,270,29,18.466666666666665
