,Khon Kaen,Khon Kaen,Khon Kaen,Khon Kaen
2017-08-26 16:00:00,31.4,15,13,46.81
2017-08-26 19:00:00,27.3,20,11,46.81
2017-08-26 22:00:00,26.5,55,16,46.81
2017-08-27 01:00:00,25.6,70,20,46.81
2017-08-27 04:00:00,24.8,65,20,46.81
2017-08-27 07:00:00,25.2,75,27,46.81
2017-08-27 10:00:00,29.1,70,28,46.81
2017-08-27 13:00:00,31.6,45,17,46.81
2017-08-27 16:00:00,30.9,40,18,46.81
2017-08-27 19:00:00,27.5,60,18,46.81
2017-08-27 22:00:00,25.8,75,23,46.81
2017-08-28 01:00:00,25.0,80,24,46.81
2017-08-28 04:00:00,24.4,75,17,46.81
2017-08-28 07:00:00,25.7,35,16,46.81
2017-08-28 10:00:00,29.1,30,15,46.81
2017-08-28 13:00:00,29.7,10,15,46.81
2017-08-28 16:00:00,30.1,10,16,46.81
2017-08-28 19:00:00,26.7,5,7,46.81
2017-08-28 22:00:00,25.8,310,4,46.81
2017-08-29 01:00:00,25.2,245,12,46.81
2017-08-29 04:00:00,24.6,255,19,46.81
2017-08-29 07:00:00,24.6,265,16,46.81
2017-08-29 10:00:00,25.8,275,14,46.81
2017-08-29 13:00:00,26.6,265,13,46.81
2017-08-29 16:00:00,24.7,280,12,46.81
2017-08-29 19:00:00,24.1,325,5,46.81
2017-08-29 22:00:00,23.7,335,2,46.81
2017-08-30 01:00:00,23.8,215,2,46.81
2017-08-30 04:00:00,23.8,215,6,46.81
2017-08-30 07:00:00,24.5,230,11,46.81
2017-08-30 10:00:00,25.9,235,11,46.81
2017-08-30 13:00:00,31.6,230,7,46.81
2017-08-30 16:00:00,32.2,205,4,46.81
2017-08-30 19:00:00,28.2,165,16,46.81
2017-08-30 22:00:00,26.4,160,18,46.81
2017-08-31 01:00:00,25.5,190,20,46.81
2017-08-31 04:00:00,24.8,220,21,46.81
2017-08-31 07:00:00,26.2,230,21,46.81
2017-08-31 10:00:00,30.3,225,19,46.81
2017-08-31 13:00:00,31.7,220,14,46.81
2017-08-31 16:00:00,31.9,205,13,46.81
2017-08-31 19:00:00,28.5,205,20,46.81
2017-08-31 22:00:00,27.3,205,18,46.81
2017-09-01 01:00:00,26.3,215,24,46.81
2017-09-01 04:00:00,25.7,235,27,46.81
2017-09-01 07:00:00,26.8,245,24,46.81
2017-09-01 10:00:00,31.2,250,25,46.81
2017-09-01 13:00:00,31.4,260,17,46.81
2017-09-01 16:00:00,30.6,260,21,46.81
2017-09-01 19:00:00,28.2,255,26,46.81
2017-09-01 22:00:00,26.8,255,26,46.81
2017-09-02 01:00:00,25.9,270,34,46.81
2017-09-02 04:00:00,25.3,275,35,46.81
2017-09-02 07:00:00,26.3,285,25,46.81
2017-09-02 10:00:00,31.0,290,22,46.81
2017-09-02 13:00:00,33.2,275,13,46.81
2017-09-02 16:00:00,33.8,260,13,46.81
2017-09-02 19:00:00,29.5,230,11,46.81
2017-09-02 22:00:00,27.3,230,10,46.81
2017-09-03 01:00:00,26.0,220,11,46.81
2017-09-03 04:00:00,25.4,260,10,46.81
2017-09-03 07:00:00,26.7,265,9,46.81
2017-09-03 10:00:00,31.1,245,9,46.81
2017-09-03 13:00:00,33.7,225,8,46.81
2017-09-03 16:00:00,33.5,230,12,46.81
2017-09-03 19:00:00,30.1,220,10,46.81
2017-09-03 22:00:00,28.9,200,7,46.81
2017-09-04 01:00:00,27.3,205,14,46.81
2017-09-04 04:00:00,26.4,225,14,46.81
2017-09-04 07:00:00,27.3,240,8,46.81
2017-09-04 10:00:00,31.3,235,9,46.81
2017-09-04 13:00:00,33.2,225,11,46.81
2017-09-04 16:00:00,32.9,215,11,46.81
2017-09-04 19:00:00,30.0,190,16,46.81
2017-09-04 22:00:00,28.7,190,19,46.81
2017-09-05 01:00:00,27.0,200,22,46.81
2017-09-05 04:00:00,26.4,220,21,46.81
2017-09-05 07:00:00,26.9,215,13,46.81
2017-09-05 10:00:00,29.8,220,15,46.81
2017-09-05 13:00:00,31.3,225,14,46.81
2017-09-05 16:00:00,31.5,220,15,46.81
2017-09-05 19:00:00,27.9,220,18,46.81
2017-09-05 22:00:00,27.2,205,19,46.81
2017-09-06 01:00:00,26.3,200,17,46.81
2017-09-06 04:00:00,25.7,215,19,46.81
2017-09-06 07:00:00,26.6,225,14,46.81
2017-09-06 10:00:00,28.5,215,10,46.81
2017-09-06 13:00:00,30.3,195,13,46.81
2017-09-06 16:00:00,31.8,200,15,46.81
2017-09-06 19:00:00,28.3,190,20,46.81
2017-09-06 22:00:00,27.1,185,18,46.81
2017-09-07 01:00:00,25.9,200,19,46.81
2017-09-07 04:00:00,25.7,205,17,46.81
2017-09-07 07:00:00,26.9,235,13,46.81
2017-09-07 10:00:00,31.0,225,14,46.81
2017-09-07 13:00:00,32.2,220,15,46.81
2017-09-07 16:00:00,32.1,215,15,46.81
2017-09-07 19:00:00,28.3,195,18,46.81
2017-09-07 22:00:00,27.0,195,21,46.81
2017-09-08 01:00:00,26.4,210,21,46.81
2017-09-08 04:00:00,25.9,220,20,46.81
2017-09-08 07:00:00,26.9,220,20,46.81
2017-09-08 10:00:00,30.6,225,17,46.81
2017-09-08 13:00:00,32.2,230,12,46.81
2017-09-08 16:00:00,32.5,235,11,46.81
2017-09-08 19:00:00,29.6,220,13,46.81
2017-09-08 22:00:00,28.1,210,15,46.81
2017-09-09 01:00:00,26.7,215,17,46.81
2017-09-09 04:00:00,25.9,230,18,46.81
2017-09-09 07:00:00,27.0,235,19,46.81
2017-09-09 10:00:00,31.5,240,17,46.81
2017-09-09 13:00:00,34.0,235,14,46.81
2017-09-09 16:00:00,34.4,235,13,46.81
2017-09-09 19:00:00,30.9,225,14,46.81
2017-09-09 22:00:00,29.5,210,14,46.81
2017-09-10 01:00:00,27.0,230,18,46.81
2017-09-10 04:00:00,26.3,245,17,46.81
2017-09-10 07:00:00,27.1,250,18,46.81
2017-09-10 10:00:00,31.0,270,15,46.81
2017-09-10 13:00:00,33.6,285,6,46.81
2017-09-10 16:00:00,32.9,265,5,46.81
2017-09-10 19:00:00,29.6,260,8,46.81
2017-09-10 22:00:00,28.0,230,4,46.81
2017-09-11 01:00:00,26.3,315,2,46.81
2017-09-11 04:00:00,25.4,335,3,46.81
2017-09-11 07:00:00,26.9,75,4,46.81
2017-09-11 10:00:00,31.8,135,5,46.81
2017-09-11 13:00:00,34.7,155,4,46.81
2017-09-11 16:00:00,33.7,190,3,46.81
2017-09-11 19:00:00,30.7,190,7,46.81
2017-09-11 22:00:00,29.4,190,8,46.81
2017-09-12 01:00:00,27.7,190,9,46.81
2017-09-12 04:00:00,26.3,245,4,46.81
2017-09-12 07:00:00,27.1,50,5,46.81
2017-09-12 10:00:00,31.0,40,6,46.81
2017-09-12 13:00:00,33.6,30,4,46.81
2017-09-12 16:00:00,33.3,40,4,46.81
2017-09-12 19:00:00,29.9,55,3,46.81
2017-09-12 22:00:00,28.2,5,4,46.81
2017-09-13 01:00:00,26.8,300,9,46.81
2017-09-13 04:00:00,25.9,340,11,46.81
2017-09-13 07:00:00,27.1,5,16,46.81
2017-09-13 10:00:00,31.4,10,12,46.81
2017-09-13 13:00:00,33.4,10,8,46.81
2017-09-13 16:00:00,33.5,345,7,46.81
2017-09-13 19:00:00,29.4,325,9,46.81
2017-09-13 22:00:00,28.3,330,10,46.81
2017-09-14 01:00:00,27.1,355,14,46.81
2017-09-14 04:00:00,26.1,0,15,46.81
2017-09-14 07:00:00,27.5,15,13,46.81
2017-09-14 10:00:00,31.4,0,14,46.81
2017-09-14 13:00:00,33.6,10,16,46.81
2017-09-14 16:00:00,33.0,20,12,46.81
2017-09-14 19:00:00,28.5,15,19,46.81
2017-09-14 22:00:00,27.3,30,21,46.81
2017-09-15 01:00:00,26.2,30,21,46.81
2017-09-15 04:00:00,25.5,10,17,46.81
2017-09-15 07:00:00,25.2,270,17,46.81
2017-09-15 10:00:00,25.6,295,29,46.81
2017-09-15 13:00:00,27.3,290,33,46.81
2017-09-15 16:00:00,27.2,290,47,46.81
2017-09-15 19:00:00,25.9,295,36,46.81
2017-09-15 22:00:00,25.1,275,35,46.81
2017-09-16 01:00:00,24.7,235,42,46.81
2017-09-16 04:00:00,24.5,230,45,46.81
2017-09-16 07:00:00,24.5,195,44,46.81
2017-09-16 10:00:00,27.9,180,40,46.81
2017-09-16 13:00:00,29.8,180,32,46.81
2017-09-16 16:00:00,29.4,175,29,46.81
2017-09-16 19:00:00,26.3,160,29,46.81
2017-09-16 22:00:00,25.0,165,30,46.81
2017-09-17 01:00:00,25.1,160,26,46.81
2017-09-17 04:00:00,24.4,140,24,46.81
2017-09-17 07:00:00,25.3,155,26,46.81
2017-09-17 10:00:00,28.7,165,25,46.81
2017-09-17 13:00:00,29.6,180,26,46.81
2017-09-17 16:00:00,29.6,195,21,46.81
2017-09-17 19:00:00,26.9,205,19,46.81
2017-09-17 22:00:00,25.7,220,21,46.81
2017-09-18 01:00:00,24.8,195,15,46.81
2017-09-18 04:00:00,24.1,220,16,46.81
2017-09-18 07:00:00,25.3,245,15,46.81
2017-09-18 10:00:00,29.5,270,5,46.81
2017-09-18 13:00:00,31.6,290,4,46.81
2017-09-18 16:00:00,31.7,315,5,46.81
2017-09-18 19:00:00,27.9,290,13,46.81
2017-09-18 22:00:00,26.9,325,14,46.81
2017-09-19 01:00:00,25.8,350,7,46.81
2017-09-19 04:00:00,25.0,5,9,46.81
2017-09-19 07:00:00,26.4,25,11,46.81
2017-09-19 10:00:00,30.9,45,11,46.81
2017-09-19 13:00:00,33.5,35,3,46.81
2017-09-19 16:00:00,32.7,295,3,46.81
2017-09-19 19:00:00,28.6,305,11,46.81
2017-09-19 22:00:00,27.6,295,11,46.81
2017-09-20 01:00:00,27.0,260,12,46.81
2017-09-20 04:00:00,25.8,285,9,46.81
2017-09-20 07:00:00,26.9,20,11,46.81
2017-09-20 10:00:00,29.0,30,5,46.81
2017-09-20 13:00:00,30.1,20,5,46.81
2017-09-20 16:00:00,31.2,10,4,46.81
2017-09-20 19:00:00,27.5,25,4,46.81
2017-09-20 22:00:00,26.5,90,6,46.81
2017-09-21 01:00:00,25.2,75,7,46.81
2017-09-21 04:00:00,24.4,105,9,46.81
2017-09-21 07:00:00,25.8,105,13,46.81
2017-09-21 10:00:00,31.0,110,12,46.81
2017-09-21 13:00:00,32.8,90,9,46.81
2017-09-21 16:00:00,32.6,75,10,46.81
2017-09-21 19:00:00,28.7,75,6,46.81
2017-09-21 22:00:00,27.3,85,8,46.81
2017-09-22 01:00:00,26.1,75,10,46.81
2017-09-22 04:00:00,25.4,95,15,46.81
2017-09-22 07:00:00,26.6,85,10,46.81
2017-09-22 10:00:00,30.2,85,12,46.81
2017-09-22 13:00:00,31.9,65,7,46.81
2017-09-22 16:00:00,31.5,65,9,46.81
2017-09-22 19:00:00,27.8,125,7,46.81
2017-09-22 22:00:00,26.8,115,6,46.81
2017-09-23 01:00:00,25.7,145,5,46.81
2017-09-23 04:00:00,24.7,105,4,46.81
2017-09-23 07:00:00,25.2,90,11,46.81
2017-09-23 10:00:00,29.3,85,16,46.81
2017-09-23 13:00:00,31.1,75,20,46.81
2017-09-23 16:00:00,30.9,70,18,46.81
2017-09-23 19:00:00,27.5,90,19,46.81
2017-09-23 22:00:00,26.4,100,18,46.81
2017-09-24 01:00:00,25.1,100,13,46.81
2017-09-24 04:00:00,24.3,90,12,46.81
2017-09-24 07:00:00,25.5,95,10,46.81
2017-09-24 10:00:00,29.4,90,11,46.81
2017-09-24 13:00:00,31.1,100,7,46.81
2017-09-24 16:00:00,30.6,75,8,46.81
2017-09-24 19:00:00,27.2,90,10,46.81
2017-09-24 22:00:00,26.4,125,10,46.81
2017-09-25 01:00:00,25.6,145,6,46.81
2017-09-25 04:00:00,25.3,185,5,46.81
2017-09-25 07:00:00,26.1,215,9,46.81
2017-09-25 10:00:00,27.5,195,4,46.81
2017-09-25 13:00:00,28.7,170,3,46.81
2017-09-25 16:00:00,29.1,145,3,46.81
2017-09-25 19:00:00,26.4,160,8,46.81
2017-09-25 22:00:00,25.6,165,17,46.81
2017-09-26 01:00:00,24.5,165,20,46.81
2017-09-26 04:00:00,24.1,150,20,46.81
2017-09-26 07:00:00,25.1,140,23,46.81
2017-09-26 10:00:00,29.4,135,21,46.81
2017-09-26 13:00:00,31.4,140,14,46.81
2017-09-26 16:00:00,31.2,120,14,46.81
2017-09-26 19:00:00,27.1,130,15,46.81
2017-09-26 22:00:00,25.8,135,15,46.81
2017-09-27 01:00:00,25.0,130,12,46.81
2017-09-27 04:00:00,24.7,145,8,46.81
2017-09-27 07:00:00,26.2,155,11,46.81
2017-09-27 10:00:00,30.1,145,11,46.81
2017-09-27 13:00:00,32.6,155,6,46.81
2017-09-27 16:00:00,32.2,150,4,46.81
2017-09-27 19:00:00,28.7,175,10,46.81
2017-09-27 22:00:00,27.5,185,13,46.81
2017-09-28 01:00:00,26.1,175,10,46.81
2017-09-28 04:00:00,25.0,220,4,46.81
2017-09-28 07:00:00,26.1,25,3,46.81
2017-09-28 10:00:00,30.4,45,8,46.81
2017-09-28 13:00:00,32.4,60,11,46.81
2017-09-28 16:00:00,32.4,65,12,46.81
2017-09-28 19:00:00,27.6,75,7,46.81
2017-09-28 22:00:00,26.9,105,8,46.81
2017-09-29 01:00:00,25.9,105,12,46.81
2017-09-29 04:00:00,25.1,110,14,46.81
2017-09-29 07:00:00,26.8,105,13,46.81
2017-09-29 10:00:00,30.5,100,11,46.81
2017-09-29 13:00:00,32.2,95,11,46.81
2017-09-29 16:00:00,31.9,75,9,46.81
2017-09-29 19:00:00,27.9,65,12,46.81
2017-09-29 22:00:00,26.8,85,14,46.81
2017-09-30 01:00:00,25.8,90,17,46.81
2017-09-30 04:00:00,25.1,100,17,46.81
2017-09-30 07:00:00,26.5,95,19,46.81
2017-09-30 10:00:00,30.6,100,16,46.81
2017-09-30 13:00:00,32.7,100,8,46.81
2017-09-30 16:00:00,32.6,55,5,46.81
2017-09-30 19:00:00,27.9,10,6,46.81
2017-09-30 22:00:00,26.7,45,5,46.81
2017-10-01 01:00:00,26.2,80,7,46.81
2017-10-01 04:00:00,25.3,75,7,46.81
2017-10-01 07:00:00,26.4,60,5,46.81
2017-10-01 10:00:00,30.5,60,5,46.81
2017-10-01 13:00:00,31.9,85,7,46.81
2017-10-01 16:00:00,32.0,90,5,46.81
2017-10-01 19:00:00,27.9,130,4,46.81
2017-10-01 22:00:00,26.9,180,4,46.81
2017-10-02 01:00:00,25.6,105,2,46.81
2017-10-02 04:00:00,25.2,95,4,46.81
2017-10-02 07:00:00,26.0,40,6,46.81
2017-10-02 10:00:00,29.3,50,8,46.81
2017-10-02 13:00:00,31.5,40,10,46.81
2017-10-02 16:00:00,31.5,45,15,46.81
2017-10-02 19:00:00,27.9,70,26,46.81
2017-10-02 22:00:00,26.6,80,26,46.81
2017-10-03 01:00:00,25.4,80,24,46.81
2017-10-03 04:00:00,24.9,70,28,46.81
2017-10-03 07:00:00,25.7,75,37,46.81
2017-10-03 10:00:00,28.7,70,39,46.81
2017-10-03 13:00:00,28.8,85,34,46.81
2017-10-03 16:00:00,28.0,95,31,46.81
2017-10-03 19:00:00,25.2,95,39,46.81
2017-10-03 22:00:00,24.7,100,42,46.81
2017-10-04 01:00:00,24.0,105,40,46.81
2017-10-04 04:00:00,23.2,105,38,46.81
2017-10-04 07:00:00,24.3,105,40,46.81
2017-10-04 10:00:00,26.9,100,40,46.81
2017-10-04 13:00:00,27.4,100,39,46.81
2017-10-04 16:00:00,26.9,110,38,46.81
2017-10-04 19:00:00,24.2,115,38,46.81
2017-10-04 22:00:00,23.5,120,32,46.81
2017-10-05 01:00:00,23.1,155,12,46.81
2017-10-05 04:00:00,23.0,195,16,46.81
2017-10-05 07:00:00,23.4,180,21,46.81
2017-10-05 10:00:00,26.2,165,19,46.81
2017-10-05 13:00:00,29.0,155,16,46.81
2017-10-05 16:00:00,26.8,160,17,46.81
2017-10-05 19:00:00,25.3,195,17,46.81
2017-10-05 22:00:00,24.9,205,16,46.81
2017-10-06 01:00:00,24.3,190,13,46.81
2017-10-06 04:00:00,23.9,180,12,46.81
2017-10-06 07:00:00,24.1,170,13,46.81
2017-10-06 10:00:00,25.5,165,11,46.81
2017-10-06 13:00:00,29.4,165,9,46.81
2017-10-06 16:00:00,29.1,140,8,46.81
2017-10-06 19:00:00,25.9,95,13,46.81
2017-10-06 22:00:00,25.1,75,16,46.81
2017-10-07 01:00:00,24.4,75,17,46.81
2017-10-07 04:00:00,23.7,75,14,46.81
2017-10-07 07:00:00,24.5,70,18,46.81
2017-10-07 10:00:00,28.8,60,19,46.81
2017-10-07 13:00:00,30.4,60,16,46.81
2017-10-07 16:00:00,30.6,70,14,46.81
2017-10-07 19:00:00,27.3,90,12,46.81
2017-10-07 22:00:00,25.6,85,18,46.81
2017-10-08 01:00:00,24.7,85,17,46.81
2017-10-08 04:00:00,24.0,85,19,46.81
2017-10-08 07:00:00,24.9,95,20,46.81
2017-10-08 10:00:00,28.9,85,23,46.81
2017-10-08 13:00:00,30.4,80,26,46.81
2017-10-08 16:00:00,30.6,75,29,46.81
2017-10-08 19:00:00,26.7,70,40,46.81
2017-10-08 22:00:00,25.8,75,43,46.81
2017-10-09 01:00:00,24.4,75,41,46.81
2017-10-09 04:00:00,23.6,80,44,46.81
2017-10-09 07:00:00,24.7,85,46,46.81
2017-10-09 10:00:00,29.3,85,39,46.81
2017-10-09 13:00:00,31.0,75,25,46.81
2017-10-09 16:00:00,30.0,50,20,46.81
2017-10-09 19:00:00,26.6,45,27,46.81
2017-10-09 22:00:00,25.9,50,28,46.81
2017-10-10 01:00:00,25.4,35,14,46.81
2017-10-10 04:00:00,24.8,320,15,46.81
2017-10-10 07:00:00,25.1,300,21,46.81
2017-10-10 10:00:00,27.1,300,22,46.81
2017-10-10 13:00:00,29.0,310,18,46.81
2017-10-10 16:00:00,28.9,270,11,46.81
2017-10-10 19:00:00,25.5,220,9,46.81
2017-10-10 22:00:00,24.8,165,14,46.81
2017-10-11 01:00:00,24.4,155,14,46.81
2017-10-11 04:00:00,23.8,160,12,46.81
2017-10-11 07:00:00,24.6,155,12,46.81
2017-10-11 10:00:00,28.6,120,9,46.81
2017-10-11 13:00:00,30.7,95,9,46.81
2017-10-11 16:00:00,29.3,110,9,46.81
2017-10-11 19:00:00,26.2,130,6,46.81
2017-10-11 22:00:00,25.3,120,7,46.81
2017-10-12 01:00:00,24.8,105,12,46.81
2017-10-12 04:00:00,24.3,95,13,46.81
2017-10-12 07:00:00,25.1,75,12,46.81
2017-10-12 10:00:00,28.2,75,16,46.81
2017-10-12 13:00:00,30.8,70,18,46.81
2017-10-12 16:00:00,30.1,75,19,46.81
2017-10-12 19:00:00,26.5,85,23,46.81
2017-10-12 22:00:00,25.7,90,28,46.81
2017-10-13 01:00:00,24.5,85,22,46.81
2017-10-13 04:00:00,23.6,80,22,46.81
2017-10-13 07:00:00,24.7,90,25,46.81
2017-10-13 10:00:00,29.0,100,31,46.81
2017-10-13 13:00:00,31.8,85,26,46.81
2017-10-13 16:00:00,31.3,80,25,46.81
2017-10-13 19:00:00,27.0,80,26,46.81
2017-10-13 22:00:00,26.2,80,26,46.81
2017-10-14 01:00:00,25.0,80,18,46.81
2017-10-14 04:00:00,23.8,75,16,46.81
2017-10-14 07:00:00,24.9,80,14,46.81
2017-10-14 10:00:00,28.9,75,14,46.81
2017-10-14 13:00:00,30.3,70,13,46.81
2017-10-14 16:00:00,30.3,60,11,46.81
2017-10-14 19:00:00,26.4,45,9,46.81
2017-10-14 22:00:00,25.6,65,11,46.81
2017-10-15 01:00:00,24.9,60,10,46.81
2017-10-15 04:00:00,23.8,50,9,46.81
2017-10-15 07:00:00,24.5,45,4,46.81
2017-10-15 10:00:00,28.9,60,4,46.81
2017-10-15 13:00:00,30.8,230,6,46.81
2017-10-15 16:00:00,30.5,210,8,46.81
2017-10-15 19:00:00,25.9,205,10,46.81
2017-10-15 22:00:00,25.3,230,13,46.81
2017-10-16 01:00:00,24.6,0,4,46.81
2017-10-16 04:00:00,24.2,20,3,46.81
2017-10-16 07:00:00,25.1,315,15,46.81
2017-10-16 10:00:00,29.1,315,11,46.81
2017-10-16 13:00:00,30.7,320,9,46.81
2017-10-16 16:00:00,29.6,330,8,46.81
2017-10-16 19:00:00,25.4,360,8,46.81
2017-10-16 22:00:00,24.6,75,6,46.81
2017-10-17 01:00:00,22.9,140,11,46.81
2017-10-17 04:00:00,21.6,155,14,46.81
2017-10-17 07:00:00,21.9,155,18,46.81
2017-10-17 10:00:00,22.1,125,20,46.81
2017-10-17 13:00:00,23.6,115,17,46.81
2017-10-17 16:00:00,24.3,100,16,46.81
2017-10-17 19:00:00,22.5,90,18,46.81
2017-10-17 22:00:00,22.5,100,28,46.81
2017-10-18 01:00:00,21.5,115,27,46.81
2017-10-18 04:00:00,21.3,115,25,46.81
2017-10-18 07:00:00,22.1,115,24,46.81
2017-10-18 10:00:00,26.3,120,21,46.81
2017-10-18 13:00:00,28.7,115,10,46.81
2017-10-18 16:00:00,28.8,85,10,46.81
2017-10-18 19:00:00,24.4,65,15,46.81
2017-10-18 22:00:00,23.9,70,24,46.81
2017-10-19 01:00:00,23.1,75,21,11.427777777777777
2017-10-19 04:00:00,22.4,70,19,11.427777777777777
2017-10-19 07:00:00,23.7,80,18,7.3
2017-10-19 10:00:00,28.4,85,18,12.466666666666669
2017-10-19 13:00:00,29.9,80,10,12.6
2017-10-19 16:00:00,29.3,55,9,15.3
2017-10-19 19:00:00,25.1,55,12,10.266666666666667
2017-10-19 22:00:00,24.5,65,11,10.633333333333333
2017-10-20 01:00:00,23.7,350,5,14.466666666666669
2017-10-20 04:00:00,22.9,315,10,16.0
2017-10-20 07:00:00,24.3,335,8,14.533333333333331
2017-10-20 10:00:00,28.8,335,9,15.866666666666664
2017-10-20 13:00:00,30.7,355,8,22.7
2017-10-20 16:00:00,30.5,355,6,29.1
2017-10-20 19:00:00,26.6,325,8,18.777777777777775
2017-10-20 22:00:00,25.6,315,7,18.777777777777775
2017-10-21 01:00:00,24.8,360,10,25.7
2017-10-21 04:00:00,24.1,25,9,25.8
2017-10-21 07:00:00,25.0,40,6,12.1
2017-10-21 10:00:00,28.8,50,7,12.333333333333334
2017-10-21 13:00:00,30.7,75,9,24.6
2017-10-21 16:00:00,30.9,85,10,21.33333333333333
2017-10-21 19:00:00,26.8,90,12,25.433333333333334
2017-10-21 22:00:00,25.6,100,13,18.766666666666666
2017-10-22 01:00:00,24.4,95,12,18.466666666666665
2017-10-22 04:00:00,23.3,110,9,16.65
2017-10-22 07:00:00,24.4,125,10,14.95
2017-10-22 10:00:00,28.8,115,10,16.333333333333332
2017-10-22 13:00:00,31.1,95,8,22.46666666666667
2017-10-22 16:00:00,30.6,85,11,29.33333333333333
2017-10-22 19:00:00,26.8,90,13,28.9
2017-10-22 22:00:00,25.5,105,15,15.45
2017-10-23 01:00:00,23.9,105,12,19.9
2017-10-23 04:00:00,22.6,95,16,16.55
2017-10-23 07:00:00,23.4,90,16,17.933333333333334
2017-10-23 10:00:00,28.1,90,21,20.633333333333333
2017-10-23 13:00:00,31.1,85,22,26.133333333333336
2017-10-23 16:00:00,30.4,85,24,23.266666666666666
2017-10-23 19:00:00,26.1,85,30,17.1
2017-10-23 22:00:00,24.9,100,31,13.366666666666667
2017-10-24 01:00:00,23.0,105,29,19.03333333333333
2017-10-24 04:00:00,21.8,100,31,17.53333333333333
2017-10-24 07:00:00,22.9,110,33,24.633333333333336
2017-10-24 10:00:00,27.3,115,27,25.46666666666667
2017-10-24 13:00:00,29.1,100,22,35.63333333333333
2017-10-24 16:00:00,29.3,85,23,36.05
2017-10-24 19:00:00,25.1,85,29,26.39166666666667
2017-10-24 22:00:00,23.7,80,28,26.39166666666667
2017-10-25 01:00:00,22.2,80,27,29.7
2017-10-25 04:00:00,21.4,85,31,28.4
2017-10-25 07:00:00,22.8,90,33,24.86666666666667
2017-10-25 10:00:00,27.8,90,30,24.933333333333334
2017-10-25 13:00:00,29.5,90,22,36.06666666666667
2017-10-25 16:00:00,29.5,80,20,34.63333333333333
2017-10-25 19:00:00,25.3,85,25,26.75
2017-10-25 22:00:00,24.1,85,26,24.3
2017-10-26 01:00:00,22.9,75,19,27.96666666666667
2017-10-26 04:00:00,22.0,65,21,23.1
2017-10-26 07:00:00,23.4,60,21,21.5
2017-10-26 10:00:00,28.2,55,24,22.0
2017-10-26 13:00:00,30.4,55,19,23.641666666666666
2017-10-26 16:00:00,30.2,60,18,23.641666666666666
2017-10-26 19:00:00,25.8,75,24,23.641666666666666
2017-10-26 22:00:00,24.6,85,26,23.641666666666666
2017-10-27 01:00:00,23.1,65,20,30.75
2017-10-27 04:00:00,21.8,55,23,28.5
2017-10-27 07:00:00,23.0,55,25,25.46666666666667
2017-10-27 10:00:00,27.8,60,25,22.1
2017-10-27 13:00:00,30.6,55,17,28.7
2017-10-27 16:00:00,30.3,60,18,29.366666666666664
2017-10-27 19:00:00,25.6,65,22,26.6
2017-10-27 22:00:00,24.3,80,26,39.46666666666667
2017-10-28 01:00:00,23.1,70,20,40.333333333333336
2017-10-28 04:00:00,21.7,60,25,34.56666666666667
2017-10-28 07:00:00,22.8,60,28,30.866666666666664
2017-10-28 10:00:00,28.1,65,29,26.53333333333333
2017-10-28 13:00:00,30.8,65,22,32.300000000000004
2017-10-28 16:00:00,30.4,65,22,41.86666666666667
2017-10-28 19:00:00,25.1,75,31,38.93333333333333
2017-10-28 22:00:00,23.9,80,35,38.3
2017-10-29 01:00:00,22.5,65,36,42.8
2017-10-29 04:00:00,21.2,65,38,41.0
2017-10-29 07:00:00,22.2,70,37,31.96666666666667
2017-10-29 10:00:00,27.7,65,39,34.96666666666667
2017-10-29 13:00:00,31.4,60,25,42.8
2017-10-29 16:00:00,30.3,65,29,43.0
2017-10-29 19:00:00,25.7,70,36,39.422222222222224
2017-10-29 22:00:00,23.8,55,35,39.422222222222224
2017-10-30 01:00:00,21.6,55,30,43.73333333333333
2017-10-30 04:00:00,20.2,60,39,38.63333333333333
2017-10-30 07:00:00,20.7,70,43,35.06666666666667
2017-10-30 10:00:00,25.8,70,50,39.766666666666666
2017-10-30 13:00:00,28.8,60,37,42.1
2017-10-30 16:00:00,28.3,65,37,29.133333333333336
2017-10-30 19:00:00,24.0,65,37,26.35
2017-10-30 22:00:00,22.1,70,39,38.9
2017-10-31 01:00:00,19.0,80,40,46.3
2017-10-31 04:00:00,18.4,75,43,44.93333333333334
2017-10-31 07:00:00,19.2,70,42,35.63333333333333
2017-10-31 10:00:00,24.8,70,43,33.03333333333333
2017-10-31 13:00:00,29.3,65,26,35.1
2017-10-31 16:00:00,28.1,65,26,39.0
2017-10-31 19:00:00,24.1,85,36,39.0
2017-10-31 22:00:00,22.2,75,29,39.0
2017-11-01 01:00:00,22.5,75,28,44.1
2017-11-01 04:00:00,21.7,65,29,42.06666666666666
2017-11-01 07:00:00,21.6,60,29,38.266666666666666
2017-11-01 10:00:00,24.9,60,29,35.0
2017-11-01 13:00:00,28.0,70,23,45.06666666666666
2017-11-01 16:00:00,27.3,75,24,46.4
2017-11-01 19:00:00,23.2,65,31,41.266666666666666
2017-11-01 22:00:00,22.9,65,29,42.50000000000001
2017-11-02 01:00:00,21.5,70,27,44.833333333333336
2017-11-02 04:00:00,20.8,65,27,32.86666666666667
2017-11-02 07:00:00,21.8,70,30,25.6
2017-11-02 10:00:00,27.2,60,26,23.933333333333334
2017-11-02 13:00:00,30.2,45,19,32.2
2017-11-02 16:00:00,29.7,45,20,38.7
2017-11-02 19:00:00,24.5,65,27,39.06666666666667
2017-11-02 22:00:00,22.8,60,30,35.86666666666667
