,PM2.5,Temp(C),WindDir,Wind Speed(km/h)
2017-07-17 06:00:00,22.7,25.7,235.0,51.0
2017-07-17 07:00:00,19.2,26.5,240.0,44.0
2017-07-17 08:00:00,18.0,26.5,240.0,44.0
2017-07-17 09:00:00,17.9,26.5,240.0,44.0
2017-07-17 10:00:00,17.6,29.7,245.0,42.0
2017-07-17 11:00:00,17.4,29.7,245.0,42.0
2017-07-17 12:00:00,17.3,29.7,245.0,42.0
2017-07-17 13:00:00,18.3,31.8,255.0,42.0
2017-07-17 14:00:00,20.7,31.8,255.0,42.0
2017-07-17 15:00:00,24.1,31.8,255.0,42.0
2017-07-17 16:00:00,24.5,31.5,250.0,34.0
2017-07-17 17:00:00,24.5,31.5,250.0,34.0
2017-07-17 18:00:00,27.5,31.5,250.0,34.0
2017-07-17 19:00:00,28.8,28.3,270.0,45.0
2017-07-17 20:00:00,28.3,28.3,270.0,45.0
2017-07-17 21:00:00,28.1,28.3,270.0,45.0
2017-07-17 22:00:00,27.5,27.1,265.0,53.0
2017-07-17 23:00:00,27.7,27.1,265.0,53.0
2017-07-18 00:00:00,29.6,27.1,265.0,53.0
2017-07-18 01:00:00,32.7,26.2,250.0,41.0
2017-07-18 02:00:00,35.3,26.2,250.0,41.0
2017-07-18 03:00:00,33.4,26.2,250.0,41.0
2017-07-18 04:00:00,29.3,25.1,240.0,38.0
2017-07-18 05:00:00,24.6,25.1,240.0,38.0
2017-07-18 06:00:00,21.9,25.1,240.0,38.0
2017-07-18 07:00:00,20.8,26.6,240.0,34.0
2017-07-18 08:00:00,18.6,26.6,240.0,34.0
2017-07-18 09:00:00,19.4,26.6,240.0,34.0
2017-07-18 10:00:00,17.8,30.3,240.0,32.0
2017-07-18 11:00:00,19.7,30.3,240.0,32.0
2017-07-18 12:00:00,20.3,30.3,240.0,32.0
2017-07-18 13:00:00,24.2,32.1,255.0,27.0
2017-07-18 14:00:00,25.5,32.1,255.0,27.0
2017-07-18 15:00:00,25.7,32.1,255.0,27.0
2017-07-18 16:00:00,25.3,31.7,250.0,25.0
2017-07-18 17:00:00,24.7,31.7,250.0,25.0
2017-07-18 18:00:00,25.4,31.7,250.0,25.0
2017-07-18 19:00:00,23.5,27.3,270.0,21.0
2017-07-18 20:00:00,22.8,27.3,270.0,21.0
2017-07-18 21:00:00,24.7,27.3,270.0,21.0
2017-07-18 22:00:00,24.7,26.8,280.0,23.0
2017-07-18 23:00:00,23.9,26.8,280.0,23.0
2017-07-19 00:00:00,24.1,26.8,280.0,23.0
2017-07-19 01:00:00,23.2,26.5,285.0,27.0
2017-07-19 02:00:00,25.5,26.5,285.0,27.0
2017-07-19 03:00:00,27.0,26.5,285.0,27.0
2017-07-19 04:00:00,29.8,26.1,280.0,29.0
2017-07-19 05:00:00,35.7,26.1,280.0,29.0
2017-07-19 06:00:00,35.6,26.1,280.0,29.0
2017-07-19 07:00:00,31.2,27.1,280.0,21.0
2017-07-19 08:00:00,31.3,27.1,280.0,21.0
2017-07-19 09:00:00,25.2,27.1,280.0,21.0
2017-07-19 10:00:00,25.0,30.4,270.0,21.0
2017-07-19 11:00:00,23.7,30.4,270.0,21.0
2017-07-19 12:00:00,21.6,30.4,270.0,21.0
2017-07-19 13:00:00,21.2,30.3,275.0,23.0
2017-07-19 14:00:00,22.4,30.3,275.0,23.0
2017-07-19 15:00:00,39.2,30.3,275.0,23.0
2017-07-19 16:00:00,51.4,29.9,265.0,23.0
2017-07-19 17:00:00,43.6,29.9,265.0,23.0
2017-07-19 18:00:00,38.3,29.9,265.0,23.0
2017-07-19 19:00:00,32.6,28.3,300.0,24.0
2017-07-19 20:00:00,32.5,28.3,300.0,24.0
2017-07-19 21:00:00,30.821739130434782,28.3,300.0,24.0
2017-07-19 22:00:00,33.6,27.3,305.0,23.0
2017-07-19 23:00:00,35.2,27.3,305.0,23.0
2017-07-20 00:00:00,34.8,27.3,305.0,23.0
2017-07-20 01:00:00,31.6,26.0,235.0,21.0
2017-07-20 02:00:00,30.3,26.0,235.0,21.0
2017-07-20 03:00:00,33.4,26.0,235.0,21.0
2017-07-20 04:00:00,35.6,25.7,255.0,27.0
2017-07-20 05:00:00,30.2,25.7,255.0,27.0
2017-07-20 06:00:00,23.6,25.7,255.0,27.0
2017-07-20 07:00:00,19.8,26.4,275.0,26.0
2017-07-20 08:00:00,17.6,26.4,275.0,26.0
2017-07-20 09:00:00,16.2,26.4,275.0,26.0
2017-07-20 10:00:00,14.9,29.2,275.0,27.0
2017-07-20 11:00:00,14.7,29.2,275.0,27.0
2017-07-20 12:00:00,22.704347826086952,29.2,275.0,27.0
2017-07-20 13:00:00,18.0,30.2,265.0,30.0
2017-07-20 14:00:00,18.0,30.2,265.0,30.0
2017-07-20 15:00:00,21.1,30.2,265.0,30.0
2017-07-20 16:00:00,20.7,29.9,265.0,31.0
2017-07-20 17:00:00,20.5,29.9,265.0,31.0
2017-07-20 18:00:00,19.6,29.9,265.0,31.0
2017-07-20 19:00:00,18.5,27.7,280.0,31.0
2017-07-20 20:00:00,19.3,27.7,280.0,31.0
2017-07-20 21:00:00,19.9,27.7,280.0,31.0
2017-07-20 22:00:00,21.7,26.7,270.0,30.0
2017-07-20 23:00:00,22.2,26.7,270.0,30.0
2017-07-21 00:00:00,22.0,26.7,270.0,30.0
2017-07-21 01:00:00,22.4,26.1,250.0,35.0
2017-07-21 02:00:00,23.5,26.1,250.0,35.0
2017-07-21 03:00:00,25.0,26.1,250.0,35.0
2017-07-21 04:00:00,24.0,25.8,255.0,36.0
2017-07-21 05:00:00,22.2,25.8,255.0,36.0
2017-07-21 06:00:00,16.8,25.8,255.0,36.0
2017-07-21 07:00:00,16.8,26.2,270.0,30.0
2017-07-21 08:00:00,16.5,26.2,270.0,30.0
2017-07-21 09:00:00,15.6,26.2,270.0,30.0
2017-07-21 10:00:00,15.3,29.0,260.0,27.0
2017-07-21 11:00:00,15.6,29.0,260.0,27.0
2017-07-21 12:00:00,14.8,29.0,260.0,27.0
2017-07-21 13:00:00,17.2,31.2,260.0,21.0
2017-07-21 14:00:00,20.8,31.2,260.0,21.0
2017-07-21 15:00:00,23.7,31.2,260.0,21.0
2017-07-21 16:00:00,25.9,31.2,245.0,20.0
2017-07-21 17:00:00,26.7,31.2,245.0,20.0
2017-07-21 18:00:00,26.8,31.2,245.0,20.0
2017-07-21 19:00:00,26.1,28.1,260.0,14.0
2017-07-21 20:00:00,21.273913043478263,28.1,260.0,14.0
2017-07-21 21:00:00,23.1,28.1,260.0,14.0
2017-07-21 22:00:00,22.7,26.9,270.0,12.0
2017-07-21 23:00:00,25.8,26.9,270.0,12.0
2017-07-22 00:00:00,27.5,26.9,270.0,12.0
2017-07-22 01:00:00,26.7,26.0,230.0,14.0
2017-07-22 02:00:00,26.9,26.0,230.0,14.0
2017-07-22 03:00:00,28.5,26.0,230.0,14.0
2017-07-22 04:00:00,28.9,25.2,230.0,17.0
2017-07-22 05:00:00,25.1,25.2,230.0,17.0
2017-07-22 06:00:00,23.1,25.2,230.0,17.0
2017-07-22 07:00:00,24.7,25.9,225.0,19.0
2017-07-22 08:00:00,25.7,25.9,225.0,19.0
2017-07-22 09:00:00,25.5,25.9,225.0,19.0
2017-07-22 10:00:00,23.9,28.9,215.0,21.0
2017-07-22 11:00:00,23.8,28.9,215.0,21.0
2017-07-22 12:00:00,25.2,28.9,215.0,21.0
2017-07-22 13:00:00,27.5,30.7,230.0,21.0
2017-07-22 14:00:00,28.9,30.7,230.0,21.0
2017-07-22 15:00:00,31.2,30.7,230.0,21.0
2017-07-22 16:00:00,32.7,30.4,245.0,25.0
2017-07-22 17:00:00,34.8,30.4,245.0,25.0
2017-07-22 18:00:00,35.4,30.4,245.0,25.0
2017-07-22 19:00:00,32.5,28.1,265.0,18.0
2017-07-22 20:00:00,33.0,28.1,265.0,18.0
2017-07-22 21:00:00,32.8,28.1,265.0,18.0
2017-07-22 22:00:00,29.7,27.0,280.0,13.0
2017-07-22 23:00:00,31.9,27.0,280.0,13.0
2017-07-23 00:00:00,28.3,27.0,280.0,13.0
2017-07-23 01:00:00,27.9,26.0,275.0,12.0
2017-07-23 02:00:00,28.3,26.0,275.0,12.0
2017-07-23 03:00:00,31.5,26.0,275.0,12.0
2017-07-23 04:00:00,32.1,25.5,260.0,12.0
2017-07-23 05:00:00,31.3,25.5,260.0,12.0
2017-07-23 06:00:00,25.7,25.5,260.0,12.0
2017-07-23 07:00:00,23.7,26.2,240.0,17.0
2017-07-23 08:00:00,21.2,26.2,240.0,17.0
2017-07-23 09:00:00,19.9,26.2,240.0,17.0
2017-07-23 10:00:00,19.3,29.4,230.0,18.0
2017-07-23 11:00:00,28.286956521739125,29.4,230.0,18.0
2017-07-23 12:00:00,22.1,29.4,230.0,18.0
2017-07-23 13:00:00,25.1,31.2,235.0,20.0
2017-07-23 14:00:00,28.0,31.2,235.0,20.0
2017-07-23 15:00:00,31.4,31.2,235.0,20.0
2017-07-23 16:00:00,31.1,31.0,240.0,23.0
2017-07-23 17:00:00,30.8,31.0,240.0,23.0
2017-07-23 18:00:00,30.8,31.0,240.0,23.0
2017-07-23 19:00:00,33.6,28.8,250.0,15.0
2017-07-23 20:00:00,31.8,28.8,250.0,15.0
2017-07-23 21:00:00,33.3,28.8,250.0,15.0
2017-07-23 22:00:00,32.1,27.1,260.0,13.0
2017-07-23 23:00:00,31.3,27.1,260.0,13.0
2017-07-24 00:00:00,33.3,27.1,260.0,13.0
2017-07-24 01:00:00,31.5,26.1,270.0,12.0
2017-07-24 02:00:00,31.4,26.1,270.0,12.0
2017-07-24 03:00:00,32.5,26.1,270.0,12.0
2017-07-24 04:00:00,34.8,25.6,265.0,14.0
2017-07-24 05:00:00,31.1,25.6,265.0,14.0
2017-07-24 06:00:00,25.9,25.6,265.0,14.0
2017-07-24 07:00:00,20.0,26.0,255.0,17.0
2017-07-24 08:00:00,18.6,26.0,255.0,17.0
2017-07-24 09:00:00,19.3,26.0,255.0,17.0
2017-07-24 10:00:00,22.295652173913048,29.5,250.0,20.0
2017-07-24 11:00:00,17.8,29.5,250.0,20.0
2017-07-24 12:00:00,17.8,29.5,250.0,20.0
2017-07-24 13:00:00,17.8,31.7,250.0,22.0
2017-07-24 14:00:00,17.9,31.7,250.0,22.0
2017-07-24 15:00:00,18.2,31.7,250.0,22.0
2017-07-24 16:00:00,18.2,31.4,255.0,26.0
2017-07-24 17:00:00,18.1,31.4,255.0,26.0
2017-07-24 18:00:00,18.1,31.4,255.0,26.0
2017-07-24 19:00:00,18.2,28.9,260.0,14.0
2017-07-24 20:00:00,18.5,28.9,260.0,14.0
2017-07-24 21:00:00,18.0,28.9,260.0,14.0
2017-07-24 22:00:00,17.7,27.4,260.0,13.0
2017-07-24 23:00:00,18.1,27.4,260.0,13.0
2017-07-25 00:00:00,18.0,27.4,260.0,13.0
2017-07-25 01:00:00,29.9,26.4,200.0,18.0
2017-07-25 02:00:00,30.9,26.4,200.0,18.0
2017-07-25 03:00:00,32.4,26.4,200.0,18.0
2017-07-25 04:00:00,32.1,26.0,230.0,26.0
2017-07-25 05:00:00,31.6,26.0,230.0,26.0
2017-07-25 06:00:00,28.3,26.0,230.0,26.0
2017-07-25 07:00:00,22.7,26.6,260.0,24.0
2017-07-25 08:00:00,20.1,26.6,260.0,24.0
2017-07-25 09:00:00,15.8,26.6,260.0,24.0
2017-07-25 10:00:00,15.2,29.4,260.0,30.0
2017-07-25 11:00:00,15.6,29.4,260.0,30.0
2017-07-25 12:00:00,14.9,29.4,260.0,30.0
2017-07-25 13:00:00,14.4,30.5,265.0,31.0
2017-07-25 14:00:00,15.9,30.5,265.0,31.0
2017-07-25 15:00:00,19.4,30.5,265.0,31.0
2017-07-25 16:00:00,19.1,30.5,265.0,37.0
2017-07-25 17:00:00,20.3,30.5,265.0,37.0
2017-07-25 18:00:00,20.1,30.5,265.0,37.0
2017-07-25 19:00:00,21.9,27.7,275.0,43.0
2017-07-25 20:00:00,24.0,27.7,275.0,43.0
2017-07-25 21:00:00,25.3,27.7,275.0,43.0
2017-07-25 22:00:00,25.2,26.9,275.0,40.0
2017-07-25 23:00:00,26.0,26.9,275.0,40.0
2017-07-26 00:00:00,26.9,26.9,275.0,40.0
2017-07-26 01:00:00,25.9,26.2,265.0,39.0
2017-07-26 02:00:00,26.6,26.2,265.0,39.0
2017-07-26 03:00:00,26.4,26.2,265.0,39.0
2017-07-26 04:00:00,28.1,25.7,265.0,43.0
2017-07-26 05:00:00,22.2,25.7,265.0,43.0
2017-07-26 06:00:00,16.8,25.7,265.0,43.0
2017-07-26 07:00:00,13.3,26.6,260.0,34.0
2017-07-26 08:00:00,13.3,26.6,260.0,34.0
2017-07-26 09:00:00,15.6,26.6,260.0,34.0
2017-07-26 10:00:00,18.3,29.3,245.0,37.0
2017-07-26 11:00:00,19.9,29.3,245.0,37.0
2017-07-26 12:00:00,21.0,29.3,245.0,37.0
2017-07-26 13:00:00,21.1,30.4,255.0,38.0
2017-07-26 14:00:00,23.7,30.4,255.0,38.0
2017-07-26 15:00:00,26.6,30.4,255.0,38.0
2017-07-26 16:00:00,29.7,31.2,255.0,38.0
2017-07-26 17:00:00,29.5,31.2,255.0,38.0
2017-07-26 18:00:00,31.8,31.2,255.0,38.0
2017-07-26 19:00:00,30.7,29.1,260.0,36.0
2017-07-26 20:00:00,30.9,29.1,260.0,36.0
2017-07-26 21:00:00,31.3,29.1,260.0,36.0
2017-07-26 22:00:00,32.7,27.8,265.0,42.0
2017-07-26 23:00:00,31.7,27.8,265.0,42.0
2017-07-27 00:00:00,30.2,27.8,265.0,42.0
2017-07-27 01:00:00,29.8,26.6,255.0,43.0
2017-07-27 02:00:00,30.2,26.6,255.0,43.0
2017-07-27 03:00:00,30.9,26.6,255.0,43.0
2017-07-27 04:00:00,31.4,26.3,245.0,43.0
2017-07-27 05:00:00,30.2,26.3,245.0,43.0
2017-07-27 06:00:00,28.7,26.3,245.0,43.0
2017-07-27 07:00:00,25.7,26.6,235.0,34.0
2017-07-27 08:00:00,22.6,26.6,235.0,34.0
2017-07-27 09:00:00,21.1,26.6,235.0,34.0
2017-07-27 10:00:00,20.1,29.2,235.0,31.0
2017-07-27 11:00:00,22.0,29.2,235.0,31.0
2017-07-27 12:00:00,24.7,29.2,235.0,31.0
2017-07-27 13:00:00,27.4,31.3,245.0,30.0
2017-07-27 14:00:00,33.6,31.3,245.0,30.0
2017-07-27 15:00:00,34.1,31.3,245.0,30.0
2017-07-27 16:00:00,26.109090909090913,31.3,265.0,32.0
2017-07-27 17:00:00,24.4,31.3,265.0,32.0
2017-07-27 18:00:00,22.3,31.3,265.0,32.0
2017-07-27 19:00:00,22.5,28.2,275.0,34.0
2017-07-27 20:00:00,21.3,28.2,275.0,34.0
2017-07-27 21:00:00,18.2,28.2,275.0,34.0
2017-07-27 22:00:00,26.109090909090913,27.1,270.0,43.0
2017-07-27 23:00:00,23.0,27.1,270.0,43.0
2017-07-28 00:00:00,23.0,27.1,270.0,43.0
2017-07-28 01:00:00,23.0,26.5,260.0,51.0
2017-07-28 02:00:00,23.0,26.5,260.0,51.0
2017-07-28 03:00:00,17.6,26.5,260.0,51.0
2017-07-28 04:00:00,19.2,25.9,260.0,52.0
2017-07-28 05:00:00,18.3,25.9,260.0,52.0
2017-07-28 06:00:00,18.8,25.9,260.0,52.0
2017-07-28 07:00:00,11.8,26.6,250.0,46.0
2017-07-28 08:00:00,9.3,26.6,250.0,46.0
2017-07-28 09:00:00,15.9,26.6,250.0,46.0
2017-07-28 10:00:00,7.3,29.2,250.0,56.0
2017-07-28 11:00:00,7.1,29.2,250.0,56.0
2017-07-28 12:00:00,9.5,29.2,250.0,56.0
2017-07-28 13:00:00,9.1,31.5,255.0,46.0
2017-07-28 14:00:00,15.0,31.5,255.0,46.0
2017-07-28 15:00:00,16.7,31.5,255.0,46.0
2017-07-28 16:00:00,16.5,31.6,255.0,44.0
2017-07-28 17:00:00,15.6,31.6,255.0,44.0
2017-07-28 18:00:00,18.7,31.6,255.0,44.0
2017-07-28 19:00:00,21.5,28.9,270.0,44.0
2017-07-28 20:00:00,18.1,28.9,270.0,44.0
2017-07-28 21:00:00,18.4,28.9,270.0,44.0
2017-07-28 22:00:00,18.9,27.6,270.0,50.0
2017-07-28 23:00:00,17.2,27.6,270.0,50.0
2017-07-29 00:00:00,14.8,27.6,270.0,50.0
2017-07-29 01:00:00,13.0,26.6,255.0,42.0
2017-07-29 02:00:00,13.3,26.6,255.0,42.0
2017-07-29 03:00:00,14.1,26.6,255.0,42.0
2017-07-29 04:00:00,14.5,26.1,250.0,38.0
2017-07-29 05:00:00,12.8,26.1,250.0,38.0
2017-07-29 06:00:00,11.4,26.1,250.0,38.0
2017-07-29 07:00:00,10.8,26.8,245.0,27.0
2017-07-29 08:00:00,10.0,26.8,245.0,27.0
2017-07-29 09:00:00,10.1,26.8,245.0,27.0
2017-07-29 10:00:00,11.4,29.8,240.0,26.0
2017-07-29 11:00:00,10.8,29.8,240.0,26.0
2017-07-29 12:00:00,11.1,29.8,240.0,26.0
2017-07-29 13:00:00,14.6,31.8,260.0,33.0
2017-07-29 14:00:00,15.0,31.8,260.0,33.0
2017-07-29 15:00:00,15.2,31.8,260.0,33.0
2017-07-29 16:00:00,14.7,32.2,260.0,30.0
2017-07-29 17:00:00,14.7,32.2,260.0,30.0
2017-07-29 18:00:00,15.9,32.2,260.0,30.0
2017-07-29 19:00:00,17.9,28.9,260.0,32.0
2017-07-29 20:00:00,20.2,28.9,260.0,32.0
2017-07-29 21:00:00,19.7,28.9,260.0,32.0
2017-07-29 22:00:00,21.1,27.2,265.0,39.0
2017-07-29 23:00:00,23.2,27.2,265.0,39.0
2017-07-30 00:00:00,25.8,27.2,265.0,39.0
2017-07-30 01:00:00,25.6,26.5,265.0,47.0
2017-07-30 02:00:00,26.8,26.5,265.0,47.0
2017-07-30 03:00:00,27.7,26.5,265.0,47.0
2017-07-30 04:00:00,26.8,26.0,265.0,51.0
2017-07-30 05:00:00,18.2,26.0,265.0,51.0
2017-07-30 06:00:00,22.5,26.0,265.0,51.0
2017-07-30 07:00:00,19.2,26.5,265.0,46.0
2017-07-30 08:00:00,18.665217391304346,26.5,265.0,46.0
2017-07-30 09:00:00,13.0,26.5,265.0,46.0
2017-07-30 10:00:00,13.2,29.6,260.0,46.0
2017-07-30 11:00:00,12.8,29.6,260.0,46.0
2017-07-30 12:00:00,12.0,29.6,260.0,46.0
2017-07-30 13:00:00,14.3,31.9,260.0,40.0
2017-07-30 14:00:00,16.2,31.9,260.0,40.0
2017-07-30 15:00:00,18.3,31.9,260.0,40.0
2017-07-30 16:00:00,18.7,32.2,260.0,35.0
2017-07-30 17:00:00,16.9,32.2,260.0,35.0
2017-07-30 18:00:00,16.5,32.2,260.0,35.0
2017-07-30 19:00:00,18.7,28.8,265.0,38.0
2017-07-30 20:00:00,16.6,28.8,265.0,38.0
2017-07-30 21:00:00,16.8,28.8,265.0,38.0
2017-07-30 22:00:00,16.9,27.4,255.0,41.0
2017-07-30 23:00:00,15.8,27.4,255.0,41.0
2017-07-31 00:00:00,18.2,27.4,255.0,41.0
2017-07-31 01:00:00,17.1,26.8,250.0,41.0
2017-07-31 02:00:00,11.0,26.8,250.0,41.0
2017-07-31 03:00:00,9.7,26.8,250.0,41.0
2017-07-31 04:00:00,12.8,26.4,250.0,45.0
2017-07-31 05:00:00,13.4,26.4,250.0,45.0
2017-07-31 06:00:00,14.2,26.4,250.0,45.0
2017-07-31 07:00:00,14.5,27.0,240.0,33.0
2017-07-31 08:00:00,13.7,27.0,240.0,33.0
2017-07-31 09:00:00,13.3,27.0,240.0,33.0
2017-07-31 10:00:00,10.9,29.8,235.0,35.0
2017-07-31 11:00:00,10.6,29.8,235.0,35.0
2017-07-31 12:00:00,10.6,29.8,235.0,35.0
2017-07-31 13:00:00,12.7,31.4,250.0,28.0
2017-07-31 14:00:00,14.7,31.4,250.0,28.0
2017-07-31 15:00:00,17.1,31.4,250.0,28.0
2017-07-31 16:00:00,17.1,30.8,255.0,31.0
2017-07-31 17:00:00,21.5,30.8,255.0,31.0
2017-07-31 18:00:00,19.9,30.8,255.0,31.0
2017-07-31 19:00:00,17.6,28.0,250.0,30.0
2017-07-31 20:00:00,17.1,28.0,250.0,30.0
2017-07-31 21:00:00,17.3,28.0,250.0,30.0
2017-07-31 22:00:00,18.1,27.1,255.0,36.0
2017-07-31 23:00:00,19.4,27.1,255.0,36.0
2017-08-01 00:00:00,17.5,27.1,255.0,36.0
2017-08-01 01:00:00,14.9,26.7,245.0,35.0
2017-08-01 02:00:00,15.6,26.7,245.0,35.0
2017-08-01 03:00:00,15.8,26.7,245.0,35.0
2017-08-01 04:00:00,14.4,26.2,250.0,41.0
2017-08-01 05:00:00,13.7,26.2,250.0,41.0
2017-08-01 06:00:00,11.3,26.2,250.0,41.0
2017-08-01 07:00:00,9.9,26.5,250.0,34.0
2017-08-01 08:00:00,9.9,26.5,250.0,34.0
2017-08-01 09:00:00,8.4,26.5,250.0,34.0
2017-08-01 10:00:00,9.2,29.8,250.0,41.0
2017-08-01 11:00:00,10.9,29.8,250.0,41.0
2017-08-01 12:00:00,13.3,29.8,250.0,41.0
2017-08-01 13:00:00,15.3,31.9,260.0,39.0
2017-08-01 14:00:00,16.3,31.9,260.0,39.0
2017-08-01 15:00:00,16.4,31.9,260.0,39.0
2017-08-01 16:00:00,15.1,31.8,260.0,39.0
2017-08-01 17:00:00,14.6,31.8,260.0,39.0
2017-08-01 18:00:00,14.8,31.8,260.0,39.0
2017-08-01 19:00:00,13.6,28.7,255.0,34.0
2017-08-01 20:00:00,12.1,28.7,255.0,34.0
2017-08-01 21:00:00,10.9,28.7,255.0,34.0
2017-08-01 22:00:00,13.6,27.4,250.0,39.0
2017-08-01 23:00:00,12.8,27.4,250.0,39.0
2017-08-02 00:00:00,12.7,27.4,250.0,39.0
2017-08-02 01:00:00,15.5,26.5,245.0,36.0
2017-08-02 02:00:00,16.4,26.5,245.0,36.0
2017-08-02 03:00:00,16.1,26.5,245.0,36.0
2017-08-02 04:00:00,16.0,26.0,255.0,35.0
2017-08-02 05:00:00,15.4,26.0,255.0,35.0
2017-08-02 06:00:00,11.9,26.0,255.0,35.0
2017-08-02 07:00:00,9.0,26.6,260.0,39.0
2017-08-02 08:00:00,15.6,26.6,260.0,39.0
2017-08-02 09:00:00,8.2,26.6,260.0,39.0
2017-08-02 10:00:00,6.4,29.8,260.0,39.0
2017-08-02 11:00:00,9.0,29.8,260.0,39.0
2017-08-02 12:00:00,10.3,29.8,260.0,39.0
2017-08-02 13:00:00,10.1,32.2,260.0,39.0
2017-08-02 14:00:00,12.4,32.2,260.0,39.0
2017-08-02 15:00:00,16.6,32.2,260.0,39.0
2017-08-02 16:00:00,16.1,32.4,260.0,32.0
2017-08-02 17:00:00,15.6,32.4,260.0,32.0
2017-08-02 18:00:00,15.9,32.4,260.0,32.0
2017-08-02 19:00:00,14.2,28.6,280.0,33.0
2017-08-02 20:00:00,16.1,28.6,280.0,33.0
2017-08-02 21:00:00,16.4,28.6,280.0,33.0
2017-08-02 22:00:00,18.8,27.3,275.0,36.0
2017-08-02 23:00:00,21.7,27.3,275.0,36.0
2017-08-03 00:00:00,25.8,27.3,275.0,36.0
2017-08-03 01:00:00,25.5,26.4,265.0,43.0
2017-08-03 02:00:00,21.8,26.4,265.0,43.0
2017-08-03 03:00:00,19.9,26.4,265.0,43.0
2017-08-03 04:00:00,18.3,26.1,265.0,49.0
2017-08-03 05:00:00,15.6,26.1,265.0,49.0
2017-08-03 06:00:00,13.6,26.1,265.0,49.0
2017-08-03 07:00:00,13.4,26.6,260.0,47.0
2017-08-03 08:00:00,12.9,26.6,260.0,47.0
2017-08-03 09:00:00,11.3,26.6,260.0,47.0
2017-08-03 10:00:00,9.4,29.9,250.0,51.0
2017-08-03 11:00:00,9.2,29.9,250.0,51.0
2017-08-03 12:00:00,11.0,29.9,250.0,51.0
2017-08-03 13:00:00,13.6,32.3,260.0,40.0
2017-08-03 14:00:00,16.1,32.3,260.0,40.0
2017-08-03 15:00:00,17.5,32.3,260.0,40.0
2017-08-03 16:00:00,15.8,31.9,260.0,40.0
2017-08-03 17:00:00,16.87826086956522,31.9,260.0,40.0
2017-08-03 18:00:00,17.6,31.9,260.0,40.0
2017-08-03 19:00:00,22.6,28.7,270.0,46.0
2017-08-03 20:00:00,27.0,28.7,270.0,46.0
2017-08-03 21:00:00,23.0,28.7,270.0,46.0
2017-08-03 22:00:00,17.0,27.3,265.0,53.0
2017-08-03 23:00:00,10.3,27.3,265.0,53.0
2017-08-04 00:00:00,10.5,27.3,265.0,53.0
2017-08-04 01:00:00,10.9,26.3,265.0,45.0
2017-08-04 02:00:00,13.1,26.3,265.0,45.0
2017-08-04 03:00:00,15.6,26.3,265.0,45.0
2017-08-04 04:00:00,16.0,25.8,260.0,46.0
2017-08-04 05:00:00,13.8,25.8,260.0,46.0
2017-08-04 06:00:00,11.0,25.8,260.0,46.0
2017-08-04 07:00:00,11.2,26.5,260.0,40.0
2017-08-04 08:00:00,10.6,26.5,260.0,40.0
2017-08-04 09:00:00,9.7,26.5,260.0,40.0
2017-08-04 10:00:00,9.9,29.6,255.0,43.0
2017-08-04 11:00:00,9.5,29.6,255.0,43.0
2017-08-04 12:00:00,10.8,29.6,255.0,43.0
2017-08-04 13:00:00,13.5,31.4,260.0,39.0
2017-08-04 14:00:00,16.6,31.4,260.0,39.0
2017-08-04 15:00:00,19.8,31.4,260.0,39.0
2017-08-04 16:00:00,17.7,31.4,255.0,39.0
2017-08-04 17:00:00,19.1,31.4,255.0,39.0
2017-08-04 18:00:00,18.5,31.4,255.0,39.0
2017-08-04 19:00:00,17.3,28.6,250.0,47.0
2017-08-04 20:00:00,14.5,28.6,250.0,47.0
2017-08-04 21:00:00,15.4,28.6,250.0,47.0
2017-08-04 22:00:00,17.5,27.3,245.0,46.0
2017-08-04 23:00:00,12.3,27.3,245.0,46.0
2017-08-05 00:00:00,8.9,27.3,245.0,46.0
2017-08-05 01:00:00,8.2,26.6,240.0,43.0
2017-08-05 02:00:00,10.7,26.6,240.0,43.0
2017-08-05 03:00:00,13.8,26.6,240.0,43.0
2017-08-05 04:00:00,15.2,26.1,240.0,40.0
2017-08-05 05:00:00,15.4,26.1,240.0,40.0
2017-08-05 06:00:00,14.7,26.1,240.0,40.0
2017-08-05 07:00:00,13.8,26.5,245.0,27.0
2017-08-05 08:00:00,12.5,26.5,245.0,27.0
2017-08-05 09:00:00,8.8,26.5,245.0,27.0
2017-08-05 10:00:00,9.3,29.6,255.0,27.0
2017-08-05 11:00:00,7.6,29.6,255.0,27.0
2017-08-05 12:00:00,7.6,29.6,255.0,27.0
2017-08-05 13:00:00,9.3,32.0,260.0,31.0
2017-08-05 14:00:00,15.2,32.0,260.0,31.0
2017-08-05 15:00:00,18.1,32.0,260.0,31.0
2017-08-05 16:00:00,17.4,32.0,260.0,24.0
2017-08-05 17:00:00,18.7,32.0,260.0,24.0
2017-08-05 18:00:00,17.2,32.0,260.0,24.0
2017-08-05 19:00:00,15.0,29.4,265.0,15.0
2017-08-05 20:00:00,11.9,29.4,265.0,15.0
2017-08-05 21:00:00,13.4,29.4,265.0,15.0
2017-08-05 22:00:00,15.2,27.7,245.0,10.0
2017-08-05 23:00:00,17.2,27.7,245.0,10.0
2017-08-06 00:00:00,14.1,27.7,245.0,10.0
2017-08-06 01:00:00,13.9,26.6,160.0,19.0
2017-08-06 02:00:00,18.2,26.6,160.0,19.0
2017-08-06 03:00:00,19.9,26.6,160.0,19.0
2017-08-06 04:00:00,20.4,26.2,180.0,22.0
2017-08-06 05:00:00,19.4,26.2,180.0,22.0
